,Additions,Deletions,Changes,AmountOfFiles,UserEmail,MessageLength,Timestamp,RepositoryName,RepositoryOwner,RepositoryBranch
10,49,31,80,7,Luke Wood,8,2016-04-03 23:11:19+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
11,49,26,75,2,Luke Wood,12,2016-04-03 22:53:54+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
12,20,3,23,1,Luke Wood,11,2016-04-03 22:37:43+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
13,19,10,29,5,Luke Wood,42,2016-04-03 22:31:26+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
14,66,0,66,9,Luke Wood,7,2016-04-03 22:27:08+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
15,12,2,14,1,Luke Wood,6,2016-04-03 19:48:37+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
16,2,3,5,2,Luke Wood,62,2016-04-03 19:37:50+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
17,38,16,54,5,Luke Wood,14,2016-04-03 19:30:55+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
18,2,2,4,3,Luke Wood,18,2016-04-03 19:04:06+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
19,71,18,89,5,Luke Wood,13,2016-04-03 19:01:35+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
20,0,1,1,1,Luke Wood,7,2016-04-02 21:33:14+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
21,6,1,7,2,Luke Wood,28,2016-04-02 21:31:05+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
22,50,12,62,3,Luke Wood,15,2016-04-02 21:29:39+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
23,1,1,2,1,Luke Wood,11,2016-04-02 20:55:46+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
24,13,2,15,1,Luke Wood,37,2016-04-02 20:53:18+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
25,2,0,2,2,Luke Wood,7,2016-04-02 20:45:09+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
26,24,20,44,5,Luke Wood,6,2016-04-02 20:42:35+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
27,29,77,106,5,Luke Wood,12,2016-04-02 20:34:53+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
28,2,12,14,4,Luke Wood,7,2016-04-02 20:28:03+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
29,41,79,120,6,Luke Wood,7,2016-04-02 20:25:02+00:00,programming-assignments,SMUCSE2341,LukeWoodSMU
0,1146,0,1146,13,mmdiallo,67,2016-10-13 13:40:00+00:00,programming-assignments,SMUCSE2341,mmdiallo
1,252,0,252,2,mmdiallo,73,2016-10-13 13:39:44+00:00,programming-assignments,SMUCSE2341,mmdiallo
2,139,164,303,10,Marietou,6,2016-04-04 11:30:27+00:00,programming-assignments,SMUCSE2341,mmdiallo
3,73,73,146,1,Marietou,5,2016-04-04 04:00:31+00:00,programming-assignments,SMUCSE2341,mmdiallo
4,304,242,546,9,Marietou,4,2016-04-04 02:40:03+00:00,programming-assignments,SMUCSE2341,mmdiallo
5,226,312,538,11,Marietou,10,2016-04-03 05:35:50+00:00,programming-assignments,SMUCSE2341,mmdiallo
6,40,10,50,5,Marietou,5,2016-04-02 19:36:31+00:00,programming-assignments,SMUCSE2341,mmdiallo
7,141,50,191,7,Marietou,9,2016-04-01 23:58:12+00:00,programming-assignments,SMUCSE2341,mmdiallo
8,1074,0,1074,18,Marietou,13,2016-03-31 14:42:11+00:00,programming-assignments,SMUCSE2341,mmdiallo
9,278,0,278,3,Ian Johnson,67,2016-03-20 15:15:15+00:00,programming-assignments,SMUCSE2341,mmdiallo
10,2,2,4,1,Marietou,20,2016-03-14 06:34:50+00:00,programming-assignments,SMUCSE2341,mmdiallo
11,13,17,30,1,Marietou,19,2016-03-14 06:18:42+00:00,programming-assignments,SMUCSE2341,mmdiallo
12,14,15,29,1,Marietou,14,2016-03-14 05:23:02+00:00,programming-assignments,SMUCSE2341,mmdiallo
13,151,208,359,2,Marietou,14,2016-03-13 06:56:43+00:00,programming-assignments,SMUCSE2341,mmdiallo
14,314,0,314,2,Marietou,8,2016-03-03 22:20:52+00:00,programming-assignments,SMUCSE2341,mmdiallo
15,24,18,42,3,Marietou,12,2016-02-22 07:05:17+00:00,programming-assignments,SMUCSE2341,mmdiallo
16,0,144,144,3,Marietou,9,2016-02-22 06:01:38+00:00,programming-assignments,SMUCSE2341,mmdiallo
17,144,0,144,3,Marietou,9,2016-02-22 05:58:23+00:00,programming-assignments,SMUCSE2341,mmdiallo
18,272,0,272,3,Marietou,9,2016-02-22 05:55:38+00:00,programming-assignments,SMUCSE2341,mmdiallo
19,77,33,110,3,Marietou,10,2016-02-19 17:57:05+00:00,programming-assignments,SMUCSE2341,mmdiallo
20,563,0,563,8,Ian Johnson,67,2016-02-19 14:07:43+00:00,programming-assignments,SMUCSE2341,mmdiallo
21,190,0,190,3,Marietou,5,2016-02-18 20:20:44+00:00,programming-assignments,SMUCSE2341,mmdiallo
22,5,63,68,3,Marietou,5,2016-02-15 10:33:06+00:00,programming-assignments,SMUCSE2341,mmdiallo
23,481,0,481,6,Marietou,12,2016-02-15 09:22:22+00:00,programming-assignments,SMUCSE2341,mmdiallo
24,140,0,140,2,Marietou,10,2016-02-15 09:13:55+00:00,programming-assignments,SMUCSE2341,mmdiallo
25,628,0,628,13,Ian Johnson,67,2016-02-11 22:18:55+00:00,programming-assignments,SMUCSE2341,mmdiallo
26,594,6,600,12,Marietou,16,2016-02-01 09:36:37+00:00,programming-assignments,SMUCSE2341,mmdiallo
27,40,0,40,2,Marietou,14,2016-01-28 21:37:36+00:00,programming-assignments,SMUCSE2341,mmdiallo
28,0,0,0,8,jkpolitz,24,2015-09-08 20:48:45+00:00,programming-assignments,SMUCSE2341,mmdiallo
0,2691464,0,2691464,16,Ian Johnson,56,2016-04-04 14:57:43+00:00,programming-assignments,SMUCSE2341,AJD-
1,404,0,404,8,Ian Johnson,56,2016-04-04 14:57:37+00:00,programming-assignments,SMUCSE2341,AJD-
2,372,0,372,5,Ian Johnson,56,2016-04-04 14:57:27+00:00,programming-assignments,SMUCSE2341,AJD-
3,7,0,7,1,ajd-,29,2016-03-12 07:43:12+00:00,programming-assignments,SMUCSE2341,AJD-
4,24,26,50,2,ajd-,55,2016-03-12 07:00:34+00:00,programming-assignments,SMUCSE2341,AJD-
5,0,39,39,1,ajd-,16,2016-03-11 06:08:34+00:00,programming-assignments,SMUCSE2341,AJD-
6,40,23,63,2,ajd-,10,2016-03-11 04:53:34+00:00,programming-assignments,SMUCSE2341,AJD-
7,2611205,1000033,3611238,12,ajd-,43,2016-03-11 02:59:29+00:00,programming-assignments,SMUCSE2341,AJD-
8,17,36,53,3,ajd-,20,2016-03-09 02:22:23+00:00,programming-assignments,SMUCSE2341,AJD-
9,55,0,55,1,ajd-,15,2016-03-08 07:04:24+00:00,programming-assignments,SMUCSE2341,AJD-
10,128,173,301,3,ajd-,34,2016-03-06 06:20:16+00:00,programming-assignments,SMUCSE2341,AJD-
11,1080015,0,1080015,5,ajd-,16,2016-03-05 04:09:07+00:00,programming-assignments,SMUCSE2341,AJD-
12,77,29,106,3,ajd-,42,2016-03-05 04:05:05+00:00,programming-assignments,SMUCSE2341,AJD-
13,11,10,21,2,ajd-,32,2016-03-03 22:16:23+00:00,programming-assignments,SMUCSE2341,AJD-
14,60,52,112,1,ajd-,17,2016-03-03 22:01:46+00:00,programming-assignments,SMUCSE2341,AJD-
15,48,17,65,2,ajd-,29,2016-02-28 05:36:50+00:00,programming-assignments,SMUCSE2341,AJD-
16,79,6,85,4,ajd-,24,2016-02-28 05:05:34+00:00,programming-assignments,SMUCSE2341,AJD-
17,22,0,22,3,ajd-,70,2016-02-25 22:32:50+00:00,programming-assignments,SMUCSE2341,AJD-
18,45,15,60,2,ajd-,75,2016-02-25 22:17:05+00:00,programming-assignments,SMUCSE2341,AJD-
19,90,0,90,2,ajd-,12,2016-02-22 21:18:29+00:00,programming-assignments,SMUCSE2341,AJD-
20,4,0,4,1,ajd-,30,2016-02-20 06:51:41+00:00,programming-assignments,SMUCSE2341,AJD-
21,0,1,1,1,ajd-,31,2016-02-18 22:42:04+00:00,programming-assignments,SMUCSE2341,AJD-
22,16,1,17,2,ajd-,42,2016-02-18 22:41:23+00:00,programming-assignments,SMUCSE2341,AJD-
23,55,8,63,5,ajd-,54,2016-02-18 22:24:19+00:00,programming-assignments,SMUCSE2341,AJD-
24,19,42,61,1,ajd-,66,2016-02-17 19:45:03+00:00,programming-assignments,SMUCSE2341,AJD-
25,186,60,246,3,ajd-,45,2016-02-17 19:37:53+00:00,programming-assignments,SMUCSE2341,AJD-
26,236,0,236,5,ajd-,32,2016-02-15 20:06:59+00:00,programming-assignments,SMUCSE2341,AJD-
27,6,3,9,3,ajd-,24,2016-02-15 07:30:26+00:00,programming-assignments,SMUCSE2341,AJD-
28,5,0,5,1,ajd-,35,2016-02-15 07:01:22+00:00,programming-assignments,SMUCSE2341,AJD-
29,3,0,3,1,ajd-,38,2016-02-15 06:59:08+00:00,programming-assignments,SMUCSE2341,AJD-
0,196,16,212,4,jgalyardt,56,2016-02-02 23:36:38+00:00,programming-assignments,SMUCSE2341,jgalyardt
1,151,14,165,3,jgalyardt,16,2016-02-01 10:55:34+00:00,programming-assignments,SMUCSE2341,jgalyardt
2,44,0,44,1,jgalyardt,104,2016-02-01 08:07:28+00:00,programming-assignments,SMUCSE2341,jgalyardt
3,1,2,3,1,jgalyardt,18,2016-01-25 21:17:23+00:00,programming-assignments,SMUCSE2341,jgalyardt
4,21,3,24,1,jgalyardt,29,2016-01-25 19:23:38+00:00,programming-assignments,SMUCSE2341,jgalyardt
5,104,0,104,3,jgalyardt,15,2016-01-25 18:19:16+00:00,programming-assignments,SMUCSE2341,jgalyardt
6,44,0,44,1,jkpolitz,26,2015-09-08 21:06:24+00:00,programming-assignments,SMUCSE2341,jgalyardt
7,0,0,0,8,jkpolitz,24,2015-09-08 20:48:45+00:00,programming-assignments,SMUCSE2341,jgalyardt
0,356,45,401,7,cogden14,324,2016-04-06 21:47:13+00:00,programming-assignments,SMUCSE2341,cogden14
1,395,0,395,6,cogden14,42,2016-04-04 17:17:32+00:00,programming-assignments,SMUCSE2341,cogden14
2,209,39,248,2,cogden14,95,2016-03-14 06:56:47+00:00,programming-assignments,SMUCSE2341,cogden14
3,177,0,177,2,cogden14,30,2016-02-29 02:01:19+00:00,programming-assignments,SMUCSE2341,cogden14
4,671,0,671,10,cogden14,76,2016-02-16 22:39:50+00:00,programming-assignments,SMUCSE2341,cogden14
5,671,0,671,10,Cole Ogden,17,2016-02-16 22:37:57+00:00,programming-assignments,SMUCSE2341,cogden14
6,690,0,690,13,cogden14,77,2016-02-15 14:01:42+00:00,programming-assignments,SMUCSE2341,cogden14
7,690,0,690,13,Cole Ogden,18,2016-02-15 13:54:20+00:00,programming-assignments,SMUCSE2341,cogden14
8,379,0,379,8,Tyler Springer,74,2016-02-10 08:41:40+00:00,programming-assignments,SMUCSE2341,cogden14
9,0,271,271,1,cogden14,26,2016-02-01 05:03:10+00:00,programming-assignments,SMUCSE2341,cogden14
10,0,15,15,1,cogden14,21,2016-02-01 05:02:59+00:00,programming-assignments,SMUCSE2341,cogden14
11,0,21,21,1,cogden14,28,2016-02-01 05:02:44+00:00,programming-assignments,SMUCSE2341,cogden14
12,0,55,55,1,cogden14,30,2016-02-01 05:02:37+00:00,programming-assignments,SMUCSE2341,cogden14
13,334,29,363,10,Cole Ogden,18,2016-02-01 04:58:54+00:00,programming-assignments,SMUCSE2341,cogden14
14,436,0,436,7,Cole Ogden,14,2016-01-26 22:55:40+00:00,programming-assignments,SMUCSE2341,cogden14
15,0,0,0,8,jkpolitz,24,2015-09-08 20:48:45+00:00,programming-assignments,SMUCSE2341,cogden14
0,0,0,0,8,jkpolitz,24,2015-09-08 20:48:45+00:00,programming-assignments,SMUCSE2341,aibarra95
0,422,0,422,4,Ian Johnson,56,2016-03-20 15:32:44+00:00,programming-assignments,SMUCSE2341,haileyphelps
1,224,0,224,2,haileyphelps,12,2016-03-14 05:45:29+00:00,programming-assignments,SMUCSE2341,haileyphelps
2,198,0,198,2,haileyphelps,19,2016-03-14 04:26:04+00:00,programming-assignments,SMUCSE2341,haileyphelps
3,268,0,268,2,Ian Johnson,56,2016-02-28 15:37:51+00:00,programming-assignments,SMUCSE2341,haileyphelps
4,183,0,183,1,Ian Johnson,57,2016-02-28 15:37:42+00:00,programming-assignments,SMUCSE2341,haileyphelps
5,123,0,123,2,haileyphelps,8,2016-02-28 02:58:07+00:00,programming-assignments,SMUCSE2341,haileyphelps
6,267,0,267,1,haileyphelps,16,2016-02-22 02:52:07+00:00,programming-assignments,SMUCSE2341,haileyphelps
7,183,0,183,1,haileyphelps,9,2016-02-15 07:35:01+00:00,programming-assignments,SMUCSE2341,haileyphelps
8,1,0,1,1,haileyphelps,8,2016-02-15 06:59:13+00:00,programming-assignments,SMUCSE2341,haileyphelps
9,183,0,183,1,haileyphelps,8,2016-02-15 06:12:35+00:00,programming-assignments,SMUCSE2341,haileyphelps
10,433,0,433,2,Ian Johnson,56,2016-02-06 02:27:48+00:00,programming-assignments,SMUCSE2341,haileyphelps
11,219,0,219,1,haileyphelps,9,2016-02-01 03:29:23+00:00,programming-assignments,SMUCSE2341,haileyphelps
12,214,0,214,1,haileyphelps,8,2016-01-31 23:21:19+00:00,programming-assignments,SMUCSE2341,haileyphelps
13,0,0,0,8,jkpolitz,24,2015-09-08 20:48:45+00:00,programming-assignments,SMUCSE2341,haileyphelps
0,1266,0,1266,17,Canon Ellis,56,2016-04-14 16:42:25+00:00,programming-assignments,SMUCSE2341,ncmatson
1,21,8,29,2,ncmatson,37,2016-04-04 22:31:20+00:00,programming-assignments,SMUCSE2341,ncmatson
2,34,10,44,4,ncmatson,19,2016-04-04 12:32:26+00:00,programming-assignments,SMUCSE2341,ncmatson
3,162,19,181,4,ncmatson,21,2016-04-03 18:46:21+00:00,programming-assignments,SMUCSE2341,ncmatson
4,46,9,55,2,ncmatson,23,2016-04-03 01:51:40+00:00,programming-assignments,SMUCSE2341,ncmatson
5,202,54,256,9,ncmatson,50,2016-04-03 00:18:21+00:00,programming-assignments,SMUCSE2341,ncmatson
6,163,22,185,6,ncmatson,44,2016-04-02 06:55:12+00:00,programming-assignments,SMUCSE2341,ncmatson
7,26,23,49,6,ncmatson,35,2016-04-01 22:14:22+00:00,programming-assignments,SMUCSE2341,ncmatson
8,19,26,45,6,ncmatson,22,2016-03-29 21:24:23+00:00,programming-assignments,SMUCSE2341,ncmatson
9,177,6,183,5,ncmatson,20,2016-03-28 21:14:41+00:00,programming-assignments,SMUCSE2341,ncmatson
10,81,31,112,7,ncmatson,11,2016-03-28 02:48:37+00:00,programming-assignments,SMUCSE2341,ncmatson
11,261,63,324,9,ncmatson,23,2016-03-27 21:52:01+00:00,programming-assignments,SMUCSE2341,ncmatson
12,31,15,46,4,ncmatson,18,2016-03-27 18:29:43+00:00,programming-assignments,SMUCSE2341,ncmatson
13,150,22,172,7,ncmatson,32,2016-03-27 17:03:10+00:00,programming-assignments,SMUCSE2341,ncmatson
14,201,0,201,7,ncmatson,89,2016-03-26 21:35:13+00:00,programming-assignments,SMUCSE2341,ncmatson
15,35,19,54,5,ncmatson,13,2016-03-24 16:58:24+00:00,programming-assignments,SMUCSE2341,ncmatson
16,23,34,57,5,ncmatson,15,2016-03-22 21:52:33+00:00,programming-assignments,SMUCSE2341,ncmatson
17,515,0,515,2,Canon Ellis,56,2016-03-22 17:33:05+00:00,programming-assignments,SMUCSE2341,ncmatson
18,392,0,392,1,Canon Ellis,56,2016-03-22 17:32:57+00:00,programming-assignments,SMUCSE2341,ncmatson
19,404,0,404,5,Canon Ellis,56,2016-03-22 17:32:50+00:00,programming-assignments,SMUCSE2341,ncmatson
20,196,79,275,8,ncmatson,5,2016-03-21 03:25:20+00:00,programming-assignments,SMUCSE2341,ncmatson
21,0,79,79,1,ncmatson,15,2016-03-14 03:52:18+00:00,programming-assignments,SMUCSE2341,ncmatson
22,44,66,110,2,ncmatson,16,2016-03-14 03:49:28+00:00,programming-assignments,SMUCSE2341,ncmatson
23,25,17,42,2,ncmatson,20,2016-03-02 08:15:47+00:00,programming-assignments,SMUCSE2341,ncmatson
24,110,3,113,2,ncmatson,31,2016-03-02 06:48:37+00:00,programming-assignments,SMUCSE2341,ncmatson
25,501,0,501,3,ncmatson,12,2016-03-02 05:56:50+00:00,programming-assignments,SMUCSE2341,ncmatson
26,0,425,425,3,ncmatson,10,2016-03-02 05:52:40+00:00,programming-assignments,SMUCSE2341,ncmatson
27,39,35,74,1,ncmatson,9,2016-03-02 05:50:00+00:00,programming-assignments,SMUCSE2341,ncmatson
28,189,19,208,3,ncmatson,19,2016-03-02 05:43:33+00:00,programming-assignments,SMUCSE2341,ncmatson
29,3,3,6,1,ncmatson,8,2016-03-02 03:15:28+00:00,programming-assignments,SMUCSE2341,ncmatson
0,1348,0,1348,14,Canon Ellis,56,2016-02-29 06:17:05+00:00,programming-assignments,SMUCSE2341,kellenschmidt
1,4284,0,4284,44,Canon Ellis,56,2016-02-22 04:19:11+00:00,programming-assignments,SMUCSE2341,kellenschmidt
2,0,50,50,1,Kellen Schmidt,17,2016-02-20 16:36:27+00:00,programming-assignments,SMUCSE2341,kellenschmidt
3,0,21,21,1,Kellen Schmidt,17,2016-02-20 16:36:11+00:00,programming-assignments,SMUCSE2341,kellenschmidt
4,0,4,4,1,Kellen Schmidt,17,2016-02-20 16:35:59+00:00,programming-assignments,SMUCSE2341,kellenschmidt
5,0,76,76,1,Kellen Schmidt,17,2016-02-20 16:35:36+00:00,programming-assignments,SMUCSE2341,kellenschmidt
6,0,34,34,1,Kellen Schmidt,17,2016-02-20 16:35:21+00:00,programming-assignments,SMUCSE2341,kellenschmidt
7,0,0,0,1,Kellen Schmidt,17,2016-02-20 16:35:06+00:00,programming-assignments,SMUCSE2341,kellenschmidt
8,0,316,316,1,Kellen Schmidt,34,2016-02-20 16:34:40+00:00,programming-assignments,SMUCSE2341,kellenschmidt
9,0,0,0,1,Kellen Schmidt,12,2016-02-20 16:34:10+00:00,programming-assignments,SMUCSE2341,kellenschmidt
10,0,271,271,1,Kellen Schmidt,26,2016-02-20 16:33:59+00:00,programming-assignments,SMUCSE2341,kellenschmidt
11,0,11,11,1,Kellen Schmidt,21,2016-02-20 16:33:38+00:00,programming-assignments,SMUCSE2341,kellenschmidt
12,152,42,194,7,Kellen Schmidt,67,2016-02-18 22:29:47+00:00,programming-assignments,SMUCSE2341,kellenschmidt
13,2021,0,2021,23,Kellen Schmidt,16,2016-02-17 19:45:30+00:00,programming-assignments,SMUCSE2341,kellenschmidt
14,1478,1,1479,8,Kellen Schmidt,33,2016-02-15 00:13:25+00:00,programming-assignments,SMUCSE2341,kellenschmidt
15,69,53,122,9,Kellen Schmidt,48,2016-02-14 22:40:55+00:00,programming-assignments,SMUCSE2341,kellenschmidt
16,1408,4,1412,20,Kellen Schmidt,72,2016-02-14 21:33:35+00:00,programming-assignments,SMUCSE2341,kellenschmidt
17,109,97,206,11,Kellen Schmidt,64,2016-02-14 19:57:34+00:00,programming-assignments,SMUCSE2341,kellenschmidt
18,293,3,296,9,Kellen Schmidt,71,2016-02-12 19:48:07+00:00,programming-assignments,SMUCSE2341,kellenschmidt
19,36,3,39,6,Kellen Schmidt,54,2016-02-10 21:31:48+00:00,programming-assignments,SMUCSE2341,kellenschmidt
20,20,1,21,4,Kellen Schmidt,65,2016-02-10 07:01:16+00:00,programming-assignments,SMUCSE2341,kellenschmidt
21,1,0,1,1,Kellen Schmidt,108,2016-02-10 06:36:41+00:00,programming-assignments,SMUCSE2341,kellenschmidt
22,1,0,1,1,Kellen Schmidt,97,2016-02-10 06:32:53+00:00,programming-assignments,SMUCSE2341,kellenschmidt
23,61,35,96,8,Kellen Schmidt,112,2016-02-10 06:20:20+00:00,programming-assignments,SMUCSE2341,kellenschmidt
24,0,0,0,1,Kellen Schmidt,19,2016-02-10 01:58:40+00:00,programming-assignments,SMUCSE2341,kellenschmidt
25,226,116,342,10,Kellen Schmidt,102,2016-02-10 01:42:25+00:00,programming-assignments,SMUCSE2341,kellenschmidt
26,36,3,39,10,Kellen Schmidt,78,2016-02-09 23:01:27+00:00,programming-assignments,SMUCSE2341,kellenschmidt
27,1742,0,1742,14,Canon Ellis,56,2016-02-09 19:14:07+00:00,programming-assignments,SMUCSE2341,kellenschmidt
28,180,26,206,12,Kellen Schmidt,60,2016-02-09 05:16:33+00:00,programming-assignments,SMUCSE2341,kellenschmidt
29,709,0,709,14,Kellen Schmidt,62,2016-02-07 06:24:08+00:00,programming-assignments,SMUCSE2341,kellenschmidt
0,1216,0,1216,11,Canon Ellis,56,2016-04-14 16:42:51+00:00,programming-assignments,SMUCSE2341,Buddhamon
1,22,0,22,1,Buddhamon,13,2016-04-04 10:36:52+00:00,programming-assignments,SMUCSE2341,Buddhamon
2,16,0,16,1,Buddhamon,24,2016-04-04 10:36:31+00:00,programming-assignments,SMUCSE2341,Buddhamon
3,1,0,1,1,Buddhamon,22,2016-04-04 10:36:11+00:00,programming-assignments,SMUCSE2341,Buddhamon
4,1,0,1,1,Buddhamon,22,2016-04-04 10:35:26+00:00,programming-assignments,SMUCSE2341,Buddhamon
5,400,26,426,1,Buddhamon,24,2016-04-04 10:35:07+00:00,programming-assignments,SMUCSE2341,Buddhamon
6,26,391,417,1,Buddhamon,24,2016-04-04 10:34:39+00:00,programming-assignments,SMUCSE2341,Buddhamon
7,16,0,16,1,Buddhamon,15,2016-04-04 10:34:11+00:00,programming-assignments,SMUCSE2341,Buddhamon
8,1,0,1,1,Buddhamon,13,2016-04-04 10:33:46+00:00,programming-assignments,SMUCSE2341,Buddhamon
9,21,0,21,1,Buddhamon,13,2016-04-04 10:16:48+00:00,programming-assignments,SMUCSE2341,Buddhamon
10,257,0,257,1,Buddhamon,24,2016-04-04 10:16:34+00:00,programming-assignments,SMUCSE2341,Buddhamon
11,44,0,44,1,Buddhamon,22,2016-04-04 10:16:17+00:00,programming-assignments,SMUCSE2341,Buddhamon
12,123,0,123,1,Buddhamon,21,2016-04-04 10:15:52+00:00,programming-assignments,SMUCSE2341,Buddhamon
13,37,0,37,1,Buddhamon,19,2016-04-04 10:15:38+00:00,programming-assignments,SMUCSE2341,Buddhamon
14,419,0,419,1,Buddhamon,24,2016-04-04 10:15:13+00:00,programming-assignments,SMUCSE2341,Buddhamon
15,53,0,53,1,Buddhamon,22,2016-04-04 10:14:56+00:00,programming-assignments,SMUCSE2341,Buddhamon
16,101,0,101,1,Buddhamon,15,2016-04-04 10:14:35+00:00,programming-assignments,SMUCSE2341,Buddhamon
17,33,0,33,1,Buddhamon,13,2016-04-04 10:14:17+00:00,programming-assignments,SMUCSE2341,Buddhamon
18,26,0,26,1,Buddhamon,19,2016-04-04 10:13:59+00:00,programming-assignments,SMUCSE2341,Buddhamon
19,36,0,36,1,Buddhamon,17,2016-04-04 10:13:41+00:00,programming-assignments,SMUCSE2341,Buddhamon
20,437,0,437,2,Canon Ellis,56,2016-03-22 17:34:33+00:00,programming-assignments,SMUCSE2341,Buddhamon
21,0,12,12,1,Buddhamon,23,2016-03-14 04:51:39+00:00,programming-assignments,SMUCSE2341,Buddhamon
22,3,5,8,1,Buddhamon,27,2016-03-14 04:45:12+00:00,programming-assignments,SMUCSE2341,Buddhamon
23,147,54,201,1,Buddhamon,29,2016-03-14 04:44:39+00:00,programming-assignments,SMUCSE2341,Buddhamon
24,0,83,83,1,Buddhamon,19,2016-03-14 04:44:24+00:00,programming-assignments,SMUCSE2341,Buddhamon
25,4,4,8,1,Buddhamon,29,2016-03-01 21:14:20+00:00,programming-assignments,SMUCSE2341,Buddhamon
26,661,0,661,9,Canon Ellis,56,2016-02-29 06:11:07+00:00,programming-assignments,SMUCSE2341,Buddhamon
27,1,0,1,1,Buddhamon,27,2016-02-28 08:43:21+00:00,programming-assignments,SMUCSE2341,Buddhamon
28,8,0,8,1,Buddhamon,29,2016-02-28 08:42:25+00:00,programming-assignments,SMUCSE2341,Buddhamon
29,12,0,12,1,Buddhamon,23,2016-02-28 08:09:01+00:00,programming-assignments,SMUCSE2341,Buddhamon
0,259,0,259,3,Ian Johnson,57,2016-03-20 15:18:30+00:00,programming-assignments,SMUCSE2341,isobieski
1,259,0,259,3,isobieski,9,2016-02-22 08:43:28+00:00,programming-assignments,SMUCSE2341,isobieski
2,331,0,331,3,isobieski,57,2016-02-17 09:02:58+00:00,programming-assignments,SMUCSE2341,isobieski
3,331,0,331,3,isobieski,9,2016-02-17 07:44:13+00:00,programming-assignments,SMUCSE2341,isobieski
4,232,0,232,5,Ian Johnson,56,2016-02-06 02:42:42+00:00,programming-assignments,SMUCSE2341,isobieski
5,80,26,106,3,isobieski,5,2016-02-01 13:57:04+00:00,programming-assignments,SMUCSE2341,isobieski
6,177,115,292,4,isobieski,21,2016-02-01 08:50:23+00:00,programming-assignments,SMUCSE2341,isobieski
7,115,0,115,1,isobieski,16,2016-01-31 06:31:58+00:00,programming-assignments,SMUCSE2341,isobieski
8,1,0,1,1,isobieski,17,2016-01-28 21:55:18+00:00,programming-assignments,SMUCSE2341,isobieski
9,0,0,0,2,Isabel Sobieski,20,2016-01-28 21:48:44+00:00,programming-assignments,SMUCSE2341,isobieski
